Unnamed: 0,index,user_name,date,text,label
13184,"""크리스탈""",linn002,2018-08-13 20:02:52,아지스 라 ㅅㅂ................................. 하 딴 구역은 한 번 아니면 두 번만 해도 나왔는데 세번인가 네번째에야 겨우 나온 발광성 불 크리스탈 아지스 라 지역 하.........,0
12169,"""크리스탈""",satty_wldb,2018-08-31 04:25:46,금은 사러갔다 크리스탈사왔어,0
2583,"""물뽕""",whiteball0902,2018-08-09 23:37:01,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
*_＆○!- pic.twitter.com/yjEbDnhNyo",1
30553,"""아이스""",yoonseul0801,2018-08-18 19:23:57,맛있겠다 민트초코아이스,0
2940,"""물뽕""",thisluvv,2018-07-24 06:05:46,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
◎^＠}◆: pic.twitter.com/fX0YWZ6JSj",1
10013,"""크리스탈""",8EjGJbX4jdXDQT_,2018-08-19 03:28:08,내 안의 혜지는 무조건 크리스탈 아니몀 한예슬이야 ........,0
70792,"""도리도리""",_your_han_,2019-04-28 10:08:46,"(고개를 도리도리 저으며 그녀를 꼭 안곤 눈을 감아 잠에 빠진다

항상 꿈을 꾼다 악몽. 전장에서 죽어가는 연합원들
몸부림을 칠때도 있도 많다 가끔은 식은땀을 흘리며 일어나기도 한다)

하아...

(숨을 길게 쉬곤 다시 얌전히 있는다

시간이 얼마나 흘렀을까 그녀보다 더 늦게 일어나기도 한다)",0
35851,"""아이스""",anbui1809,2018-08-13 15:57:39,"밥알들님 링크클릭 해주세요 ㅠㅠ 들어가서 좋은 기사를 찾아 보고 20초 이상 읽으세요~
윤지성 배경화면 
http://bit.ly/2C8hotz 
윤지성 고화질
http://bit.ly/2nXPZVV 
윤지성 린온미
https://bit.ly/2lDcYoB  
윤지성 영원+1
https://bit.ly/2MvugiW  
윤지성 아이스버킷챌린지
#윤지성pic.twitter.com/Pvao3oJbAv",0
1163,"""물뽕""",assasj1004,2018-07-09 23:05:15,"비아그라판매
비아그라구입
비아그라파는곳
비아그라가격
카톡:Aldk777
드래곤판매
드래곤구입
드래곤가격
드래곤구입처
드래곤파는곳
물뽕정품판매
카톡:Aldk777
레비트라구입
강력드레곤구입방법
정품드레곤구입방법

xrbqao pic.twitter.com/uxjAj6B8ZL",1
1002,"""물뽕""",gamzaboy1,2018-07-05 13:23:16,"비아그라 패키지특가→카톡:GOD56
발기부전
비아그라구입
비아그라약국
흥분제판매구입
물뽕구입방법
씨알리스구매
아이코스
골드드래곤
오사카지진
일본지진
월드컵

*~^*%~",1
876,"""물뽕""",9TRaD7HiF0I42S1,2018-07-21 03:44:48,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

(＠(←←+ pic.twitter.com/FqhbjLAWbC",1
53793,"""물뽕""",HSLoverman,2019-04-21 16:11:24,"#내한기념_트친소
#러브라이브_선샤인_트친소
#트친소
안녕하세요~ 이번 2019 내한 양일 참석해서 물뽕 과다주입받은 '화성'이에요~
전 입덕했을 때부터 일편단심 최애가 요우인 요우오시이고 차애로는 치카, 루비, 리코를 좋아하고 있어요 ㅎㅎ
초면이지만 먼저 다가와주시는 분 대환영이에요 ㅎㅅㅎ pic.twitter.com/yKmqyYEhnj",0
76664,"""도리도리""",dochi_TTR,2019-05-29 11:23:16,ㅇㅅㅇ....(도리도리),0
13273,"""크리스탈""",minjessie3373,2018-08-13 08:50:09,"#여돌취향
트와이스: 미나
레벨: 다 좋앙
마마무: 문별 솔라
블핑: 제니
옴걸: -
럽리: -
이달소: -
에핑: 은지
에오에: ^^;;
에펛: 크리스탈
아이들: -
여친:예린 
우소: -
프리스틴: -
모모랜드: -
소시: 윤아 수영
다이아: 채연
위키미키: 유정

아이유가 짱",0
3794,"""물뽕""",74fbff4c7b4b4cd,2018-07-30 10:36:25,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

*＠◆◆#△ pic.twitter.com/vXB26VmZyO",1
30485,"""아이스""",hanse_jj,2018-08-19 04:31:54,누가 나한테 샷 두번 추가한 아이스 아메 사다주면 좋겠다 개힘듬 pic.twitter.com/xG5XARpCM4,0
3771,"""물뽕""",minjohi2,2018-07-30 14:41:30,"비아그라구입 최저가  홈페이지  http://www.via597.ow.to    
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@
☞ 카톡:Viagra81
◆＃\○{% pic.twitter.com/vzP7vjlzpA",1
79952,"""아이스""",tincle_link,2019-04-04 04:20:35,"1) 아메리카노만
2) 둘 다 먹는데 따뜻한거 좋아함
3) 놉
4) 둘 다 먹는데 아메리카노는 따뜻한거 라떼는 아이스를 더 좋아함
5) 우유만
6) 모카만
7) 휘핑 안올리는데 땡길때는 또 올림ㅋㅋㅋ
8) 주는대로
9) 일주일에 두 세번? 전에는 평일 무조건이었는데 줄였음
10) 카페라떼 아이스 pic.twitter.com/OOMMYJp78H",0
104081,"""아이스""",yangdogore,2019-05-31 05:25:57,시우민 아이스트리 슬로건 양도받아요 pic.twitter.com/6STL2zb9Qs,0
3790,"""물뽕""",yumvelyeeeee,2018-07-30 11:38:51,"비아그라구입 최저가  ☞ 카톡:Viagra81
비아그라구입º
비아그라판매$
시간연장하기
초강력물뽕구입하는곳
비아그라시알리스@

○@&＃^: pic.twitter.com/DTAwyLMALw",1
15981,"""도리도리""",saydoubleu,2018-07-09 09:31:00,레모노 건이 아니에욬ㅋㅋㅋㅋㅋ.. (전혀 아니라는듯 도리도리!!) 다른 자컵 관련이라...ㅠㅠㅠ,0
80864,"""아이스""",noccha_cookiee,2019-04-13 04:58:35,"카레
제육볶음
고추잡채
함박스테이크
짜장면
비빔냉면
기름떡볶이
콩국수
까르보나라
양념반후라이드반
파닭
무뼈닭발
삼겹살
계란초밥
생새우초밥
카츠동
텐동
규동
감자고로케
멘치카츠
푸딩
녹차빙수
씨앗호떡
티라미수
녹차소프트아이스크림
브라우니
아이스 아메리카노
고기만두
.....먹고싶다 pic.twitter.com/0vK9fpJZMF",0
